Ram,Price_euros,Intel,Intel_baja,Intel_media,Intel_alta,AMD,Gaming,Ultrabook,Notebook,Nvidia,Nvidia_Geforce,Nvidia_graphics,Intel_graphics,Screen_HD,SSD,HDD,HDD+SSD,ppi
4,469.0,true,false,false,false,false,false,false,true,false,false,true,true,true,false,true,false,141.21199808219862
16,2729.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,127.33567457123111
8,1191.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,157.3505121487356
8,1867.85,true,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,200.84255993695703
8,1165.0,true,false,false,false,false,false,true,false,false,false,true,true,false,false,false,false,226.41554716935852
4,489.9,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
4,509.0,true,false,false,false,false,false,false,false,false,false,true,true,true,false,true,false,146.86047800548656
8,2198.19,true,false,false,false,false,false,true,false,false,false,true,true,false,true,false,false,209.8006828649808
8,1903.0,true,false,false,false,false,false,true,false,true,false,false,false,true,true,false,false,157.3505121487356
6,639.01,true,false,false,false,false,false,false,false,false,false,true,true,true,false,true,false,165.6321180513006
8,1690.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,165.6321180513006
4,387.0,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,100.45466986113651
8,3100.0,true,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,352.4651472131677
8,1095.0,true,false,false,false,false,false,true,false,false,false,true,true,false,true,false,false,117.82653006268643
2,229.0,true,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,111.93520355955211
4,825.0,true,false,false,false,false,false,false,true,false,false,true,true,true,false,false,false,141.21199808219862
4,684.99,true,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,100.45466986113651
4,638.0,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,157.3505121487356
8,1213.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,165.6321180513006
8,1899.0,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,165.6321180513006
4,438.69,true,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,100.45466986113651
4,699.0,true,false,false,false,false,false,false,true,false,false,false,false,true,true,false,false,127.33567457123111
8,899.0,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,141.21199808219862
16,1029.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,141.21199808219862
6,529.0,false,false,false,false,true,false,false,true,false,false,false,false,true,false,true,false,141.21199808219862
4,521.86,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
8,1119.0,true,false,false,false,false,false,true,false,true,false,false,false,true,true,false,false,165.6321180513006
8,1009.9,true,false,false,false,false,false,false,true,true,false,false,false,true,true,false,false,141.21199808219862
2,275.0,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,135.0942111925629
4,369.0,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
8,1469.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,157.3505121487356
16,2599.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,false,false,157.3505121487356
8,1825.0,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,165.6321180513006
4,521.47,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
8,805.99,true,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,100.45466986113651
8,629.0,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
8,597.0,true,false,false,false,false,false,false,true,false,false,true,true,false,true,false,false,100.45466986113651
4,299.0,true,false,false,false,false,false,false,true,false,false,true,true,false,true,false,false,100.45466986113651
8,1399.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,127.33567457123111
4,849.9,true,false,false,false,false,false,false,true,false,false,true,true,false,true,false,false,100.45466986113651
16,1877.0,true,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,165.6321180513006
8,899.0,true,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,141.21199808219862
8,1535.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,157.3505121487356
4,269.0,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,135.0942111925629
4,470.34,true,false,false,false,false,false,false,true,true,false,false,false,false,false,true,false,90.58340172449303
8,857.07,true,false,false,false,false,false,false,true,true,false,false,false,true,true,false,false,157.3505121487356
8,779.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,false,false,141.21199808219862
8,2250.68,true,false,false,false,false,false,false,true,true,false,false,false,true,true,false,false,282.42399616439724
8,985.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,false,false,141.21199808219862
8,1185.43,true,false,false,false,false,false,false,true,true,false,false,false,true,true,false,false,157.3505121487356
8,1049.6,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,141.21199808219862
8,1304.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,141.21199808219862
4,1539.0,true,false,false,false,false,false,true,false,false,false,true,true,true,false,true,false,176.23257360658386
8,1298.0,true,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,141.21199808219862
8,618.99,true,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,100.45466986113651
8,459.0,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
8,647.0,true,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,141.21199808219862
16,2509.0,true,false,false,false,false,false,false,false,false,false,true,true,false,true,false,false,209.8006828649808
8,1043.0,true,false,false,false,false,false,false,true,true,false,false,false,true,true,false,false,141.21199808219862
8,1142.75,true,false,false,false,false,false,false,true,true,false,false,false,true,true,false,false,141.21199808219862
8,638.8,true,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,141.21199808219862
4,439.0,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
4,363.51,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
8,1339.69,true,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,226.98300468106115
8,1399.0,true,false,false,false,false,false,true,false,false,false,true,true,false,true,false,false,234.9767648087785
8,961.0,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,141.21199808219862
16,2968.0,true,false,false,false,false,false,false,true,true,false,false,false,true,true,false,false,254.67134914246222
8,979.0,true,false,false,false,false,false,false,true,true,false,false,false,true,true,false,false,141.21199808219862
4,265.0,true,false,false,false,false,false,false,false,false,false,true,true,false,true,false,false,135.0942111925629
16,1498.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,127.33567457123111
8,659.01,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,141.21199808219862
4,202.9,true,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,157.3505121487356
8,1399.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,141.21199808219862
4,364.9,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
8,899.0,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,141.21199808219862
8,1389.0,true,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,141.21199808219862
8,2171.72,true,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,141.21199808219862
8,539.95,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
8,1429.0,true,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,176.23257360658386
16,2449.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,141.21199808219862
16,1294.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,141.21199808219862
8,999.0,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,165.6321180513006
32,3588.8,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,127.33567457123111
4,585.0,true,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,141.21199808219862
16,2240.0,true,false,false,false,false,false,true,false,false,false,false,true,true,true,false,false,276.053530085501
8,1142.0,true,false,false,false,false,false,false,true,false,false,false,false,true,true,true,true,127.33567457123111
8,2103.34,true,false,false,false,false,false,false,true,false,false,true,true,true,true,true,true,141.21199808219862
8,1334.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,true,true,157.3505121487356
8,1670.0,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,176.23257360658386
8,812.0,true,false,false,false,false,false,false,true,true,false,false,false,false,false,true,false,100.45466986113651
4,209.0,true,false,false,false,false,false,false,true,false,false,true,true,false,true,false,false,100.45466986113651
16,3154.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,254.67134914246222
8,749.01,true,false,false,false,false,false,false,true,false,false,false,false,true,true,false,false,141.21199808219862
8,819.0,true,false,false,false,false,false,false,false,false,false,true,true,true,false,true,false,141.21199808219862
16,2440.0,true,false,false,false,false,false,false,false,false,false,true,true,false,true,false,false,209.8006828649808
8,1820.0,true,false,false,false,false,false,false,true,true,false,false,false,true,true,false,false,141.21199808219862
8,960.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,165.6321180513006
8,1907.99,true,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false,127.33567457123111
8,1559.0,true,false,false,false,false,false,true,false,false,false,true,true,false,true,false,false,234.50740003017813
8,2089.0,true,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,157.3505121487356
8,1349.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,false,false,127.33567457123111
8,1186.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,157.3505121487356
4,657.0,true,false,false,false,false,false,false,true,false,false,true,true,true,false,true,false,141.21199808219862
8,1158.7,true,false,false,false,false,false,true,false,false,false,true,true,false,false,false,false,127.67794013309688
8,841.0,true,false,false,false,false,false,false,true,true,false,false,false,true,true,false,false,141.21199808219862
4,559.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,141.21199808219862
8,979.0,true,false,false,false,false,false,false,true,false,false,false,false,true,true,true,true,127.33567457123111
16,2824.0,true,false,false,false,false,false,false,false,false,false,true,true,false,true,false,false,209.8006828649808
4,298.0,true,false,false,false,false,false,false,true,false,false,true,true,true,false,false,false,157.3505121487356
8,639.0,true,false,false,false,false,false,false,true,false,false,true,true,true,false,true,false,141.21199808219862
4,1285.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,165.6321180513006
16,2122.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,127.33567457123111
8,1390.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,141.21199808219862
8,1099.0,true,false,false,false,false,false,true,false,false,false,true,true,false,true,false,false,125.36742798669837
8,2999.0,true,false,false,false,false,false,false,true,true,false,false,false,true,true,false,false,127.33567457123111
16,1349.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,141.21199808219862
8,895.01,true,false,false,false,false,false,false,true,true,false,false,false,true,true,false,false,141.21199808219862
4,375.0,true,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,111.93520355955211
2,229.0,true,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,111.93520355955211
8,1269.0,true,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,141.21199808219862
8,1099.0,true,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,157.3505121487356
16,1449.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,141.21199808219862
16,1495.0,true,false,false,false,false,false,true,false,true,false,false,false,true,true,false,false,157.3505121487356
4,393.9,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
8,805.99,true,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,100.45466986113651
4,699.0,true,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,157.3505121487356
4,1099.99,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,157.3505121487356
4,769.15,true,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,100.45466986113651
4,549.0,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,224.17380907857276
8,1349.0,true,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,176.23257360658386
16,2799.0,true,false,false,false,false,true,false,false,true,false,false,false,false,true,true,true,169.78089942830815
8,499.0,true,false,false,false,false,false,false,true,true,false,false,false,false,true,false,false,100.45466986113651
4,500.0,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
8,2249.0,true,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,141.21199808219862
8,1349.0,true,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,199.69207064108247
16,1749.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,141.21199808219862
4,684.0,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,111.93520355955211
8,794.0,true,false,false,false,false,false,false,true,false,false,true,true,true,false,true,false,141.21199808219862
4,636.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,157.3505121487356
8,1399.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,141.21199808219862
4,269.0,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,135.0942111925629
4,447.0,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
8,1119.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,157.3505121487356
4,368.0,true,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,100.45466986113651
8,677.35,true,false,false,false,false,false,false,true,false,false,false,false,true,true,false,false,141.21199808219862
8,1349.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,141.21199808219862
8,599.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,157.3505121487356
8,1189.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,141.21199808219862
4,443.9,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
8,999.0,true,false,false,false,false,true,false,false,true,false,false,false,true,false,true,false,141.21199808219862
4,1105.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,157.3505121487356
8,999.0,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,157.3505121487356
24,2382.0,true,false,false,false,false,false,true,false,false,false,true,true,false,true,false,false,209.8006828649808
16,2439.97,true,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,220.53462386625827
16,1492.8,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,127.33567457123111
16,3055.0,true,false,false,false,false,false,false,false,true,false,false,false,true,true,true,true,282.42399616439724
2,379.0,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
4,540.0,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
16,1407.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,127.33567457123111
16,2774.63,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,141.21199808219862
4,829.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,141.21199808219862
4,485.0,true,false,false,false,false,false,false,true,false,false,false,false,true,true,false,false,141.21199808219862
8,1268.0,true,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,276.053530085501
8,1486.77,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,127.33567457123111
8,988.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,157.3505121487356
8,955.0,true,false,false,false,false,false,true,false,false,false,false,false,true,true,false,false,165.6321180513006
4,705.15,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
8,1993.0,true,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false,141.21199808219862
4,638.0,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,157.3505121487356
16,1899.0,true,false,false,false,false,false,false,true,true,false,false,false,true,true,false,false,141.21199808219862
8,1079.0,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,158.48253022174808
4,613.0,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,141.21199808219862
8,1299.0,false,false,false,false,true,true,false,false,false,false,false,false,true,true,true,true,127.33567457123111
4,498.9,true,false,false,false,false,false,false,true,false,false,false,false,true,true,false,false,141.21199808219862
8,938.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,157.3505121487356
8,716.0,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,141.21199808219862
4,719.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,165.6321180513006
8,1228.99,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,141.21199808219862
4,349.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,141.21199808219862
8,1349.0,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,158.48253022174808
16,989.99,true,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,141.21199808219862
8,1163.0,true,false,false,false,false,false,true,false,false,false,true,true,false,false,false,false,226.41554716935852
8,1803.6,true,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,226.98300468106115
4,615.0,true,false,false,false,false,false,false,true,false,false,true,true,true,false,false,false,276.053530085501
8,830.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,141.21199808219862
8,1144.5,true,false,false,false,false,false,false,true,false,false,false,false,true,true,true,true,141.21199808219862
16,2099.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,141.21199808219862
8,865.0,true,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,127.33567457123111
4,549.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,165.6321180513006
16,2099.0,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,316.96506044349616
4,325.0,true,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,111.93520355955211
16,1499.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,141.21199808219862
8,1649.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,141.21199808219862
4,499.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,141.21199808219862
16,1975.0,true,false,false,false,false,false,false,true,true,false,false,false,true,true,false,false,141.21199808219862
4,479.0,true,false,false,false,false,false,false,false,false,false,true,true,false,false,true,false,135.0942111925629
8,1180.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,157.3505121487356
16,1181.27,true,false,false,false,false,false,false,true,false,false,false,false,true,true,false,false,141.21199808219862
8,1229.56,true,false,false,false,false,false,false,true,false,false,false,false,true,true,false,false,141.21199808219862
4,684.8,true,false,false,false,false,false,false,false,false,false,true,true,false,false,true,false,100.45466986113651
8,1669.0,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,157.3505121487356
4,779.0,true,false,false,false,false,false,false,true,false,false,true,true,true,false,true,false,141.21199808219862
16,1468.0,true,false,false,false,false,false,true,false,true,false,false,false,true,true,false,false,141.21199808219862
4,260.0,true,false,false,false,false,false,false,true,false,false,true,true,true,false,false,false,157.3505121487356
8,1335.0,true,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,176.23257360658386
32,2800.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,127.33567457123111
16,2299.0,true,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,157.3505121487356
16,2599.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,127.33567457123111
16,2445.0,true,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,282.42399616439724
4,689.0,true,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,141.21199808219862
4,395.0,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,100.45466986113651
4,375.0,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,135.0942111925629
8,549.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,141.21199808219862
4,544.0,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,141.21199808219862
16,879.01,true,false,false,false,false,true,false,false,true,false,false,false,true,false,true,false,141.21199808219862
8,1499.0,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,165.6321180513006
32,2639.0,true,false,false,false,false,false,false,true,true,false,false,false,true,true,false,false,282.42399616439724
16,1271.0,true,false,false,false,false,false,false,true,true,false,false,false,true,true,false,false,127.33567457123111
8,1199.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,false,false,141.21199808219862
4,426.0,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,false,100.45466986113651
8,1799.0,true,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,157.3505121487356
8,1499.0,true,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,157.3505121487356
4,444.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,141.21199808219862
8,779.0,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,141.21199808219862
8,1599.0,true,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,165.6321180513006
4,489.0,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
8,797.41,true,false,false,false,false,false,false,true,false,false,false,false,true,true,false,false,141.21199808219862
16,2049.9,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,127.33567457123111
4,309.0,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
2,174.0,true,false,false,false,false,false,false,false,false,false,true,true,false,true,false,false,135.0942111925629
16,1748.9,true,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,165.6321180513006
4,818.35,true,false,false,false,false,false,true,false,false,false,false,false,true,true,false,false,165.6321180513006
4,359.99,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
4,569.0,true,false,false,false,false,false,false,true,false,false,false,false,true,true,false,false,141.21199808219862
4,726.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,165.6321180513006
4,297.0,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,100.45466986113651
4,800.0,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,117.82653006268643
4,330.0,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,100.45466986113651
8,1219.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,141.21199808219862
8,685.0,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,141.21199808219862
8,859.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,157.3505121487356
8,1149.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,165.6321180513006
4,299.0,true,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,111.93520355955211
4,299.0,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,189.90579052433606
4,349.0,true,false,false,false,false,false,false,true,false,false,true,true,true,false,true,false,141.21199808219862
16,1819.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,141.21199808219862
8,690.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,141.21199808219862
4,344.99,true,false,false,false,false,false,false,true,false,false,true,true,true,false,true,false,141.21199808219862
8,2339.0,true,false,false,false,false,false,false,false,false,false,true,true,false,true,false,false,209.8006828649808
4,523.63,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
8,1413.1,true,false,false,false,false,false,true,false,false,false,true,true,false,true,false,false,125.36742798669837
8,1315.0,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,165.6321180513006
2,191.9,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,135.0942111925629
12,1999.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,127.33567457123111
8,1749.0,true,false,false,false,false,false,false,true,true,false,false,false,true,true,false,false,282.42399616439724
4,489.9,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
8,2064.9,true,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,141.21199808219862
6,577.0,true,false,false,false,false,false,false,true,true,false,false,false,true,true,false,false,141.21199808219862
16,2153.37,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,141.21199808219862
8,799.0,true,false,false,false,false,false,false,true,false,false,true,true,false,true,false,false,100.45466986113651
8,1340.0,true,false,false,false,false,false,true,false,false,false,true,true,false,true,false,false,200.84255993695703
4,344.0,true,false,false,false,false,false,false,true,false,false,true,true,true,false,true,false,141.21199808219862
8,1149.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,141.21199808219862
16,2999.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,false,false,127.33567457123111
8,945.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,157.3505121487356
8,1272.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,141.21199808219862
2,209.0,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,135.0942111925629
6,569.0,true,false,false,false,false,false,false,true,true,false,false,false,true,true,false,false,141.21199808219862
8,1518.55,true,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,226.98300468106115
16,2299.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,127.33567457123111
16,1749.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,127.33567457123111
4,599.0,true,false,false,false,false,false,false,true,false,false,true,true,false,true,false,false,100.45466986113651
8,1358.0,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,165.6321180513006
8,2499.0,true,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,157.3505121487356
4,498.0,true,false,false,false,false,false,false,true,false,false,true,true,false,true,false,false,100.45466986113651
4,369.0,true,false,false,false,false,false,false,true,false,false,true,true,false,true,false,false,100.45466986113651
8,699.0,true,false,false,false,false,false,true,false,true,false,false,false,true,true,false,false,141.21199808219862
8,1049.0,true,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,157.3505121487356
8,581.9,true,false,false,false,false,false,false,true,false,false,true,true,false,true,false,false,141.21199808219862
16,899.0,true,false,false,false,false,false,false,true,false,false,false,false,true,true,false,false,141.21199808219862
8,1159.0,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,176.23257360658386
8,3949.4,true,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,127.33567457123111
16,1975.0,true,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,141.21199808219862
8,1480.0,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false,157.3505121487356
8,599.0,true,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,141.21199808219862
16,1649.0,true,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,165.6321180513006
8,1262.4,true,false,false,false,false,false,true,false,false,false,true,true,false,true,false,false,226.41554716935852
8,896.0,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,127.33567457123111
8,999.0,true,false,false,false,false,true,false,false,true,false,false,false,true,true,false,false,141.21199808219862
8,914.0,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,127.33567457123111
6,564.0,true,false,false,false,false,false,false,true,false,false,true,true,true,false,true,false,141.21199808219862
8,559.0,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,100.45466986113651
4,799.0,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,141.21199808219862
16,1549.0,false,false,false,false,true,true,false,false,false,false,false,false,true,true,true,true,127.33567457123111
8,910.0,true,false,false,false,false,false,false,true,true,false,false,false,false,false,true,false,106.11306214269258
6,539.0,true,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,141.21199808219862
4,270.62,true,false,false,false,false,false,false,true,false,false,true,true,false,true,false,false,100.45466986113651
8,659.0,true,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,106.11306214269258
